taskId,smiles,MW,Vol,Dense,nHA,nHD,TPSA,nRot,nRing,MaxRing,nHet,fChar,nRig,Flex,nStereo,gasa,QED,Synth,Fsp3,MCE-18,Natural Product-likeness,Alarm_NMR,BMS,Chelating,PAINS,Lipinski,Pfizer,GSK,GoldenTriangle,logS,logD,logP,mp,bp,pka_acidic,pka_basic,caco2,MDCK,logVDss,Fu,PPB,cl-int,t0.5,cl-plasma,BCF,IGC50,LC50FM,LC50DM,f20,f30,f50,hia,MRP1,OATP1B1,OATP1B3,pgp_inh,pgp_sub,BCRP,BSEP,BBB,PAMPA,CYP1A2-inh,CYP1A2-sub,CYP2C19-inh,CYP2C19-sub,CYP2C9-inh,CYP2C9-sub,CYP2D6-inh,CYP2D6-sub,CYP3A4-inh,CYP3A4-sub,CYP2B6-inh,CYP2B6-sub,CYP2C8-inh,LM-mouse,LM-rat,LM-human,A549,Ames,Carcinogenicity,DILI,EC,EI,FDAMDD,Genotoxicity,H-HT,HEK293,Hematotoxicity,hERG-10um,hERG,Nephrotoxicity-DI,Neurotoxicity-DI,Ototoxicity,Respiratory,ROA,RPMI-8226,SkinSen,NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NonBiodegradable,NonGenotoxic_Carcinogenicity,SureChEMBL,LD50_oral,Skin_Sensitization,Acute_Aquatic_Toxicity,FAF-Drugs4 Rule,Genotoxic_Carcinogenicity_Mutagenicity,Aggregators,Fluc,Blue_fluorescence,Green_fluorescence,Reactive,Other_assay_interference,Promiscuous
3ad0c3b648c518b72fb1ec3b29479d7f,C[C@@H](Oc1ccc2[nH]nc(-c3nc4cc(N5CCN(C)CC5)ccc4[nH]3)c2c1)c1c(Cl)cncc1Cl,521.15,494.1019598517632,1.0547418191912283,8,2,85.96,5,6,9,10,0,32,0.15625,1,0,0.308,3,0.269,103.758,-1.252,"[(2, 3, 4, 5, 6, 7, 26, 27)]",['-'],['-'],['-'],0,0,1,1,-5.928581800354216,3.7114544212081393,4.692227758000799,158.45343392090547,361.3215853511168,10.398004325522376,6.372482536525117,-5.289979560428247,-5.085793446248531,0.35829164927398927,1.9245012708847506,97.45997056507845,,0.7366254238036102,6.122314380619692,1.9425158406168066,3.972744219904188,4.8189373745873425,5.222004638415391,0.002336859703063965,0.08614236116409302,0.7044039964675903,1.1920928955078125e-07,0.998189389705658,0.967423677444458,0.00872411672025919,0.00837928056716919,0.9880552887916565,0.939891517162323,0.9999998807907104,9.591024507926704e-08,0.0004903899389319122,0.9957426190376282,0.9785962104797363,0.9997692704200745,0.22435462474822998,0.9101132154464722,0.7944855093955994,0.0024432288482785225,0.10563406348228455,0.9372119903564453,0.10270500928163528,0.9999897480010986,3.263659164076671e-05,0.9989681243896484,,,0.013664647936820984,0.7189339399337769,0.62690669298172,0.6457584500312805,0.9985131621360779,3.89852843341032e-08,0.011833415366709232,0.9830964803695679,0.9998840093612671,0.9762535691261292,0.8973173499107361,0.6937220096588135,0.8316085338592529,0.945528507232666,0.9984949827194214,0.9974683523178101,0.9643040299415588,0.9927012920379639,0.9299290180206299,0.31819191575050354,0.08865140378475189,0.08698650449514389,0.0008628819487057626,0.9664542078971863,0.6193274855613708,0.1611287146806717,0.02025105617940426,0.00022714686929248273,0.5543827414512634,0.6813769340515137,0.15409232676029205,0.34958896040916443,0.38528186082839966,"[(29,), (32,)]","[(6,)]",['-'],"[(18, 17, 16, 15, 14, 13, 12, 24, 23, 22, 21, 20)]","[(28, 1, 2, 3), (9, 10, 11, 12, 13, 14, 22, 23, 24, 25)]","[(29, 30)]","[(7, 6, 5, 4, 3, 27, 26)]","[(6,), (6,), (6,), (14, 15)]",0.759,0.778,0.795,0.964,0.007,0.051,0.806
